1645091625.6947758,22.35,19.92,20.56,20.95,20.62,18.87,19.42,19.98,
1645091625.8046453,22.38,19.92,20.37,20.93,20.64,18.87,19.46,19.96,
1645091625.904758,22.37,19.98,20.37,20.90,20.68,18.81,19.44,20.10,
1645091626.0146465,22.37,20.00,20.47,20.82,20.62,18.81,19.38,20.04,
1645091626.1247125,22.37,20.00,20.54,20.82,20.78,18.81,19.40,20.02,
1645091626.2347853,22.37,20.00,20.41,21.01,20.62,18.87,19.40,19.92,
1645091626.344773,22.38,19.96,20.51,20.93,20.74,18.87,19.42,20.04,
1645091626.4447827,22.25,19.94,20.53,20.95,20.62,18.75,19.40,20.04,
1645091626.554645,22.44,19.92,20.45,20.99,20.62,18.87,19.42,19.88,
1645091626.654691,22.44,20.02,20.47,20.93,20.58,18.95,19.52,20.06,
1645091626.7547543,22.37,20.00,20.60,20.88,20.72,18.87,19.36,20.06,
1645091626.864647,22.29,20.09,20.51,20.90,20.62,18.87,19.50,20.04,
1645091626.96476,22.35,19.94,20.43,21.01,20.78,18.87,19.32,19.98,
1645091627.0647712,22.40,19.96,20.47,20.88,20.52,18.81,19.27,19.98,
1645091627.1647744,22.31,19.94,20.37,20.90,20.68,18.81,19.34,19.96,
1645091627.27477,22.29,20.08,20.53,20.88,20.81,18.87,19.42,19.98,
1645091627.384781,22.44,20.06,20.43,20.90,20.72,18.75,19.38,20.10,
1645091627.4947798,22.29,19.92,20.56,20.95,20.68,18.81,19.42,20.02,
1645091627.6047666,22.37,20.00,20.41,20.93,20.62,18.87,19.42,19.92,
1645091627.714773,22.27,20.04,20.60,20.95,20.68,18.87,19.48,20.10,
1645091627.8247695,22.29,20.00,20.43,20.76,20.49,18.81,19.38,20.12,
1645091627.934768,22.44,19.96,20.51,20.93,20.74,18.87,19.32,20.10,
1645091628.0347703,22.33,19.91,20.54,20.95,20.58,18.81,19.44,19.94,
1645091628.1347725,22.37,20.00,20.41,21.01,20.54,18.81,19.38,20.04,
1645091628.2447658,22.44,19.91,20.49,20.88,20.64,18.81,19.54,20.10,
1645091628.3547719,22.46,20.00,20.47,20.88,20.62,18.81,19.42,19.98,
1645091628.4647799,22.40,20.02,20.47,20.95,20.64,18.87,19.44,19.98,
1645091628.5747705,22.44,20.00,20.56,21.07,20.64,18.87,19.25,20.12,
1645091628.6847715,22.33,20.06,20.53,21.01,20.64,18.87,19.34,20.02,
1645091628.7947679,22.37,20.00,20.62,21.07,20.64,18.81,19.32,19.98,
1645091628.8947706,22.46,19.87,20.51,20.88,20.64,18.87,19.38,20.08,
1645091629.004761,22.37,20.00,20.49,20.95,20.78,18.87,19.48,20.23,
1645091629.1147656,22.42,19.87,20.43,20.99,20.78,18.95,19.58,20.04,
1645091629.2247653,22.42,19.89,20.49,20.97,20.74,18.81,19.44,19.92,
1645091629.3347602,22.31,20.00,20.49,20.93,20.58,18.81,19.26,19.98,
1645091629.4447558,22.48,20.06,20.37,21.07,20.72,18.87,19.25,20.04,
1645091629.5447679,22.33,19.87,20.45,20.93,20.74,18.81,19.54,20.00,
1645091629.6447704,22.40,19.94,20.54,21.01,20.68,18.95,19.26,20.12,
1645091629.7547586,22.33,20.04,20.51,20.88,20.74,18.87,19.28,20.10,
1645091629.8547661,22.42,20.09,20.41,20.95,20.54,18.87,19.30,19.90,
1645091629.9647691,22.44,19.94,20.49,21.01,20.68,18.75,19.44,20.10,
1645091630.0747633,22.40,20.02,20.45,20.93,20.68,18.81,19.26,19.84,
1645091630.1747684,22.40,20.02,20.53,20.99,20.81,18.75,19.34,19.98,
1645091630.2846792,22.33,19.96,20.56,20.90,20.64,18.95,19.44,20.04,
1645091630.3947625,22.33,20.06,20.56,20.90,20.72,18.95,19.44,19.96,
1645091630.5047657,22.48,19.90,20.49,20.97,20.72,18.81,19.42,19.92,
1645091630.6147678,22.33,19.96,20.60,20.95,20.68,18.81,19.32,20.14,
1645091630.72476,22.48,20.06,20.51,20.95,20.78,18.95,19.28,19.90,
1645091630.8247607,22.46,19.90,20.51,20.88,20.68,18.95,19.48,20.08,
1645091630.9247677,22.42,20.04,20.62,20.90,20.72,18.87,19.52,20.02,
1645091631.034762,22.38,19.92,20.41,20.95,20.64,18.87,19.38,20.06,
1645091631.1447625,22.42,19.90,20.53,20.93,20.45,18.81,19.38,20.04,
1645091631.2447646,22.42,20.07,20.51,21.01,20.62,18.87,19.48,20.02,
1645091631.354753,22.40,20.09,20.51,20.88,20.72,18.81,19.48,20.21,
1645091631.4547653,22.50,20.06,20.45,20.88,20.64,18.75,19.48,20.00,
1645091631.554767,22.42,20.00,20.60,21.13,20.62,18.75,19.48,20.04,
1645091631.6647644,22.38,19.96,20.68,21.07,20.72,18.95,19.48,19.94,
1645091631.7747602,22.42,20.04,20.41,20.95,20.62,18.87,19.44,20.17,
1645091631.8747604,22.37,20.06,20.51,20.88,20.62,18.81,19.38,19.94,
1645091631.9747653,22.29,19.96,20.47,20.93,20.64,18.81,19.32,20.14,
1645091632.0847564,22.42,20.02,20.53,20.93,20.78,18.81,19.25,20.02,
1645091632.1947181,22.33,20.00,20.54,20.99,20.64,18.75,19.34,20.17,
1645091632.2947662,22.38,20.02,20.45,20.93,20.64,18.81,19.38,20.04,
1645091632.4047546,22.40,20.00,20.49,20.95,20.72,18.87,19.52,20.00,
1645091632.5047615,22.46,19.96,20.49,20.88,20.72,18.95,19.36,20.08,
1645091632.6047618,22.42,19.87,20.51,20.95,20.64,18.75,19.38,20.02,
1645091632.7047722,22.42,20.00,20.56,21.01,20.72,18.81,19.36,20.17,
1645091632.8147583,22.46,20.06,20.45,20.88,20.62,18.81,19.48,20.10,
1645091632.9147623,22.33,20.06,20.58,20.88,20.74,18.75,19.32,20.02,
1645091633.0247588,22.38,19.96,20.60,21.01,20.64,18.87,19.34,19.98,
1645091633.1347573,22.35,20.04,20.51,20.95,20.64,18.81,19.42,19.98,
1645091633.234762,22.42,20.11,20.58,20.88,20.62,18.87,19.44,20.10,
1645091633.3447537,22.33,20.00,20.62,21.01,20.58,18.75,19.44,19.98,
1645091633.45475,22.42,19.92,20.62,20.88,20.78,18.87,19.48,20.00,
1645091633.5547612,22.38,20.04,20.49,21.01,20.64,18.81,19.44,20.02,
1645091633.6646352,22.37,19.96,20.47,21.05,20.68,18.75,19.40,20.10,
1645091633.764758,22.37,20.09,20.47,21.01,20.64,18.81,19.52,20.02,
1645091633.8747606,22.37,19.94,20.62,20.93,20.62,18.81,19.32,20.06,
1645091633.9847457,22.40,20.06,20.56,20.93,20.72,18.69,19.34,19.96,
1645091634.0847542,22.46,20.06,20.47,21.01,20.72,18.87,19.34,20.02,
1645091634.18476,22.35,19.90,20.60,20.95,20.72,18.87,19.40,20.08,
1645091634.2847629,22.25,19.96,20.39,20.95,20.64,18.75,19.38,20.02,
1645091634.3947573,22.50,20.00,20.51,20.93,20.68,18.75,19.32,20.08,
1645091634.5047576,22.31,20.09,20.41,21.01,20.64,18.87,19.42,20.00,
1645091634.6047587,22.27,19.92,20.60,21.01,20.64,18.81,19.34,20.17,
1645091634.7147624,22.31,20.00,20.60,21.07,20.62,18.87,19.30,19.92,
1645091634.824754,22.37,20.00,20.60,21.07,20.64,18.95,19.36,20.16,
1645091634.9247615,22.38,20.00,20.60,20.88,20.74,18.81,19.48,19.96,
1645091635.0247667,22.44,19.94,20.49,20.90,20.64,18.75,19.44,19.92,
1645091635.134757,22.33,20.06,20.43,20.95,20.68,18.81,19.48,19.98,
1645091635.2347581,22.33,20.08,20.45,20.99,20.74,18.87,19.44,20.04,
1645091635.3447127,22.40,20.02,20.37,21.05,20.68,18.87,19.34,20.00,
1645091635.444757,22.27,19.92,20.58,20.82,20.52,18.87,19.30,20.02,
1645091635.554757,22.27,20.00,20.41,20.84,20.78,18.87,19.34,20.02,
1645091635.6547582,22.37,20.04,20.41,20.88,20.72,18.95,19.48,19.90,
1645091635.764752,22.29,19.96,20.47,20.88,20.68,18.81,19.23,20.14,
1645091635.864758,22.31,20.00,20.54,20.90,20.72,18.87,19.42,20.00,
1645091635.9647593,22.23,19.91,20.56,20.90,20.58,18.81,19.54,19.92,
1645091636.0747566,22.33,19.94,20.51,20.93,20.78,18.81,19.34,19.90,
1645091636.1847498,22.29,20.00,20.64,21.01,20.62,18.87,19.54,19.94,
1645091636.2947679,22.42,20.00,20.51,21.01,20.72,18.81,19.28,19.90,
1645091636.404751,22.52,20.02,20.41,20.86,20.68,18.87,19.36,20.00,
1645091636.5047534,22.48,20.06,20.60,20.82,20.58,19.00,19.38,19.98,
1645091636.6047661,22.42,20.04,20.47,20.88,20.68,18.95,19.44,20.00,
1645091636.7147388,22.42,20.00,20.45,20.93,20.64,18.87,19.44,19.98,
1645091636.8246303,22.33,19.94,20.60,20.95,20.72,18.75,19.42,20.02,
1645091636.9247465,22.29,20.06,20.51,20.95,20.74,18.87,19.44,20.04,
1645091637.0346277,22.35,20.04,20.49,20.88,20.72,18.81,19.28,20.06,
1645091637.1347568,22.42,20.00,20.60,20.88,20.81,18.81,19.30,20.10,
1645091637.2446268,22.37,20.11,20.54,20.99,20.72,18.81,19.48,20.06,
1645091637.3447437,22.42,20.07,20.51,21.09,20.74,18.81,19.52,20.04,
1645091637.454632,22.40,20.09,20.53,21.03,20.68,18.75,19.48,20.17,
1645091637.5547497,22.33,20.02,20.53,21.01,20.64,18.81,19.42,19.86,
1645091637.6547544,22.38,19.94,20.56,20.95,20.58,18.87,19.48,20.04,
1645091637.764754,22.29,20.07,20.43,20.93,20.78,18.87,19.44,20.27,
1645091637.8647542,22.29,20.06,20.41,20.88,20.72,18.95,19.38,19.96,
1645091637.9747455,22.35,19.98,20.51,20.82,20.62,18.87,19.40,19.92,
1645091638.0846288,22.40,19.98,20.49,20.93,20.74,18.87,19.58,20.04,
1645091638.1946301,22.35,20.09,20.58,20.95,20.74,18.81,19.25,20.04,
1645091638.3046308,22.46,20.06,20.51,20.88,20.54,18.75,19.28,20.02,
1645091638.4047372,22.42,19.98,20.41,20.95,20.68,18.87,19.38,19.94,
1645091638.514691,22.48,20.08,20.54,20.95,20.72,18.75,19.40,20.10,
1645091638.614748,22.23,19.94,20.49,20.88,20.78,18.95,19.27,20.08,
1645091638.7247593,22.37,20.00,20.54,20.88,20.64,18.87,19.34,19.98,
1645091638.834753,22.38,19.96,20.49,20.95,20.68,18.87,19.32,20.04,
1645091638.9447474,22.44,20.00,20.41,20.95,20.54,18.87,19.38,20.10,
1645091639.0547388,22.37,20.08,20.51,20.88,20.58,18.87,19.42,20.08,
1645091639.1547441,22.38,20.06,20.47,20.93,20.62,18.87,19.52,19.96,
1645091639.2647312,22.35,19.83,20.43,20.95,20.68,18.87,19.44,20.08,
1645091639.3647342,22.37,20.04,20.56,20.88,20.54,18.87,19.54,20.00,
1645091639.4746716,22.40,20.06,20.56,21.01,20.64,18.81,19.42,20.17,
1645091639.5747437,22.33,19.91,20.51,20.93,20.62,18.81,19.50,20.00,
1645091639.6747491,22.35,19.91,20.53,21.05,20.68,18.95,19.42,20.04,
1645091639.7847383,22.37,19.96,20.49,21.01,20.54,18.81,19.46,20.04,
1645091639.8947387,22.29,20.04,20.43,21.01,20.68,18.95,19.30,20.06,
1645091639.9947445,22.38,19.96,20.43,20.88,20.74,18.87,19.32,20.00,
1645091640.104737,22.25,20.02,20.56,20.95,20.72,18.95,19.23,20.08,
1645091640.2047384,22.42,20.04,20.51,21.01,20.54,18.81,19.44,20.02,
1645091640.3047428,22.44,20.02,20.41,20.88,20.74,18.81,19.44,20.02,
1645091640.4147387,22.42,20.02,20.47,20.99,20.74,18.81,19.38,20.10,
1645091640.5147388,22.31,20.00,20.41,20.99,20.58,18.87,19.34,20.16,
1645091640.6247447,22.27,19.96,20.41,20.95,20.62,18.75,19.26,20.12,
1645091640.7346272,22.37,20.09,20.45,21.01,20.78,18.95,19.42,20.02,
1645091640.8446627,22.31,19.90,20.54,21.01,20.68,18.81,19.54,20.02,
1645091640.954628,22.35,20.13,20.54,21.07,20.58,18.95,19.50,20.06,
1645091641.0547404,22.27,19.92,20.41,20.99,20.58,18.81,19.23,20.10,
1645091641.164622,22.50,19.96,20.51,21.01,20.72,18.87,19.36,20.08,
1645091641.264733,22.35,20.06,20.53,20.93,20.74,18.87,19.28,20.04,
1645091641.3747325,22.42,19.94,20.56,20.90,20.78,18.81,19.58,20.12,
1645091641.4747458,22.29,20.04,20.43,20.95,20.74,18.87,19.34,19.86,
1645091641.5847397,22.42,19.87,20.47,20.95,20.64,18.81,19.54,20.17,
1645091641.6946726,22.35,19.96,20.51,20.88,20.68,18.87,19.54,20.04,
1645091641.8047462,22.37,20.00,20.43,20.93,20.64,18.87,19.38,20.00,
1645091641.914734,22.38,19.90,20.41,20.90,20.68,18.87,19.38,19.90,
1645091642.014738,22.52,19.94,20.51,20.76,20.74,18.81,19.58,20.16,
1645091642.1147487,22.25,19.94,20.60,21.01,20.68,18.87,19.19,19.98,
1645091642.2246277,22.36,20.09,20.54,21.01,20.68,18.87,19.48,20.14,
1645091642.3347397,22.40,19.92,20.49,21.07,20.72,18.87,19.36,19.90,
1645091642.434741,22.42,19.94,20.49,20.95,20.72,18.95,19.48,20.17,
1645091642.5447311,22.40,20.00,20.37,20.88,20.64,18.87,19.40,20.00,
1645091642.644739,22.27,20.04,20.49,20.84,20.62,18.87,19.58,20.23,
1645091642.7547264,22.21,19.96,20.47,21.07,20.64,18.87,19.28,20.06,
1645091642.8547359,22.38,19.96,20.51,21.07,20.78,18.81,19.44,20.04,
1645091642.9646244,22.42,19.90,20.47,20.95,20.74,18.87,19.44,20.08,
1645091643.0747385,22.23,19.96,20.54,21.07,20.62,18.87,19.36,19.86,
1645091643.184624,22.44,20.02,20.45,20.93,20.68,18.87,19.52,20.00,
1645091643.2847304,22.36,20.04,20.53,21.01,20.58,18.95,19.38,19.96,
1645091643.3946195,22.23,20.00,20.47,20.99,20.74,18.87,19.56,20.15,
1645091643.4947379,22.36,19.96,20.54,20.95,20.74,18.81,19.34,20.15,
1645091643.604727,22.44,20.09,20.51,21.07,20.64,18.95,19.34,19.94,
1645091643.7047327,22.36,20.07,20.51,20.93,20.78,18.87,19.26,20.06,
1645091643.8147426,22.42,19.94,20.51,20.93,20.72,18.87,19.44,19.92,
1645091643.9247303,22.36,20.04,20.51,20.95,20.62,18.87,19.44,20.04,
1645091644.0247304,22.44,20.06,20.47,20.95,20.64,18.81,19.38,20.10,
1645091644.134735,22.42,19.98,20.45,20.95,20.68,18.95,19.38,19.92,
1645091644.2446222,22.27,19.96,20.60,21.01,20.62,18.87,19.38,20.08,
1645091644.3447275,22.44,20.23,20.60,20.90,20.72,18.81,19.44,20.04,
1645091644.4547305,22.38,20.00,20.51,20.95,20.72,18.87,19.54,20.04,
1645091644.5647278,22.38,19.90,20.37,20.95,20.74,18.81,19.38,20.19,
1645091644.674731,22.42,20.07,20.49,20.95,20.72,18.95,19.52,20.15,
1645091644.7747328,22.36,20.06,20.47,20.99,20.78,18.95,19.42,20.08,
1645091644.8847442,22.35,20.09,20.39,21.07,20.58,18.95,19.54,19.92,
1645091644.994728,22.38,20.00,20.43,20.95,20.74,18.81,19.34,20.15,
1645091645.1053288,22.40,19.92,20.49,20.82,20.68,18.87,19.32,20.02,
1645091645.2152467,22.33,19.94,20.37,20.88,20.83,18.87,19.36,19.96,
1645091645.3153331,22.35,20.06,20.68,20.90,20.52,18.87,19.48,20.12,
1645091645.4252706,22.36,19.96,20.58,20.93,20.74,18.87,19.42,20.12,
1645091645.5253289,22.38,19.92,20.49,21.07,20.87,18.87,19.36,19.98,
1645091645.6353354,22.50,19.90,20.56,20.95,20.72,18.81,19.36,20.08,
1645091645.73534,22.44,20.00,20.47,20.95,20.54,18.81,19.38,19.92,
1645091645.8453333,22.36,20.11,20.47,20.95,20.78,18.81,19.48,20.23,
1645091645.945334,22.31,19.96,20.43,20.82,20.72,18.87,19.32,20.02,
1645091646.055344,22.31,20.15,20.60,20.95,20.68,18.81,19.23,20.08,
1645091646.1653433,22.27,20.00,20.41,21.01,20.72,18.87,19.42,20.15,
1645091646.2753334,22.33,20.00,20.43,21.05,20.58,18.81,19.38,20.19,
1645091646.3852224,22.38,20.02,20.51,20.93,20.72,18.81,19.48,20.12,
1645091646.4853435,22.40,20.00,20.51,20.95,20.58,18.81,19.44,19.98,
1645091646.5952253,22.38,20.00,20.47,20.95,20.64,18.81,19.42,19.94,
1645091646.6953359,22.38,20.00,20.51,21.01,20.81,18.87,19.46,20.08,
1645091646.8053043,22.31,19.94,20.45,21.01,20.74,18.87,19.36,20.08,
1645091646.9053335,22.40,20.06,20.54,20.93,20.62,18.95,19.38,20.06,
1645091647.0152202,22.36,20.00,20.49,21.11,20.72,18.75,19.44,20.02,
1645091647.1153367,22.33,20.00,20.37,21.07,20.81,18.81,19.26,19.98,
1645091647.22533,22.33,20.00,20.51,20.90,20.58,18.87,19.32,20.02,
1645091647.335325,22.40,20.09,20.43,20.90,20.58,18.87,19.44,19.92,
1645091647.4453351,22.27,20.04,20.51,20.88,20.64,18.87,19.62,20.02,
1645091647.5553253,22.38,20.02,20.49,20.88,20.62,18.87,19.32,20.04,
1645091647.655328,22.40,20.04,20.45,20.93,20.72,18.95,19.44,19.90,
1645091647.7553408,22.44,20.04,20.41,20.88,20.68,18.95,19.44,20.00,
1645091647.865331,22.48,19.87,20.56,20.95,20.64,18.87,19.28,20.12,
1645091647.9653351,22.35,20.06,20.41,21.01,20.78,18.87,19.42,20.02,
1645091648.0753398,22.36,19.96,20.45,21.07,20.78,18.87,19.34,20.12,
1645091648.1853392,22.33,20.04,20.60,21.01,20.68,18.87,19.50,19.90,
1645091648.295338,22.16,19.87,20.49,20.95,20.72,18.95,19.44,20.10,
1645091648.3953414,22.27,19.98,20.53,20.88,20.78,18.87,19.38,20.10,
1645091648.4953425,22.42,20.11,20.47,21.01,20.64,18.87,19.48,20.25,
1645091648.605325,22.27,20.13,20.49,20.95,20.68,18.95,19.48,20.10,
1645091648.7153358,22.33,19.94,20.53,21.07,20.64,18.75,19.46,19.86,
1645091648.8252156,22.42,20.00,20.53,20.88,20.54,18.87,19.34,20.04,
1645091648.9253335,22.35,20.09,20.51,20.95,20.81,18.87,19.42,20.17,
1645091649.0353281,22.33,20.09,20.58,21.07,20.64,18.81,19.38,20.08,
1645091649.1453364,22.36,19.96,20.41,20.95,20.74,18.81,19.38,20.10,
1645091649.2553353,22.23,19.96,20.47,20.90,20.62,18.87,19.44,20.00,
1645091649.3553362,22.44,19.90,20.37,21.05,20.68,18.95,19.52,20.10,
1645091649.4653292,22.36,20.04,20.56,20.90,20.68,18.81,19.44,19.98,
1645091649.5653548,22.29,20.04,20.54,20.93,20.74,18.87,19.48,20.12,
1645091649.6753387,22.36,19.96,20.58,20.95,20.62,18.81,19.13,20.00,
1645091649.7753408,22.33,20.07,20.47,20.88,20.72,18.95,19.40,20.04,
1645091649.8853416,22.38,20.06,20.49,20.99,20.64,18.95,19.36,20.21,
1645091649.9953413,22.31,19.96,20.47,20.88,20.68,18.81,19.54,20.17,
1645091650.106908,22.25,19.96,20.60,21.07,20.78,18.95,19.42,19.92,
1645091650.2069097,22.46,19.89,20.37,21.07,20.74,18.87,19.34,20.10,
1645091650.3069136,22.36,19.98,20.56,20.95,20.68,18.87,19.44,20.06,
1645091650.4169137,22.38,19.90,20.60,20.88,20.54,18.81,19.42,19.98,
1645091650.526912,22.33,19.96,20.60,20.95,20.62,18.95,19.38,20.04,
1645091650.6369133,22.36,20.00,20.60,21.01,20.72,18.81,19.42,20.02,
1645091650.7469125,22.42,20.00,20.51,20.88,20.74,18.87,19.48,20.08,
1645091650.8469203,22.31,20.06,20.41,20.88,20.72,18.75,19.50,19.98,
1645091650.9568944,22.29,19.92,20.56,20.93,20.78,18.95,19.44,20.00,
1645091651.0569108,22.50,20.06,20.51,20.88,20.72,18.95,19.32,19.90,
1645091651.1669095,22.19,19.85,20.53,20.88,20.74,18.81,19.42,19.86,
1645091651.2768705,22.42,19.94,20.51,20.95,20.78,18.87,19.44,20.04,
1645091651.376905,22.31,20.07,20.51,20.97,20.68,18.87,19.28,19.98,
1645091651.4869084,22.36,20.00,20.56,21.01,20.77,18.87,19.36,20.17,
1645091651.5869112,22.35,20.09,20.51,21.01,20.52,18.87,19.30,20.08,
1645091651.6969118,22.21,20.09,20.49,21.07,20.72,18.81,19.42,20.12,
1645091651.8069148,22.36,20.04,20.60,20.97,20.54,18.87,19.28,20.10,
1645091651.916902,22.36,20.06,20.51,20.93,20.64,18.87,19.44,20.04,
1645091652.0169082,22.44,20.00,20.54,20.82,20.68,18.81,19.30,20.10,
1645091652.1269076,22.46,20.00,20.51,20.88,20.72,18.87,19.34,20.00,
1645091652.2369058,22.21,20.00,20.54,20.90,20.68,18.95,19.44,20.12,
1645091652.3469064,22.46,20.04,20.56,20.90,20.64,18.75,19.48,19.94,
1645091652.4569082,22.29,20.13,20.54,21.13,20.68,18.87,19.52,19.92,
1645091652.5569105,22.33,19.89,20.49,21.07,20.72,18.87,19.38,20.00,
1645091652.6669087,22.33,20.00,20.37,20.82,20.68,18.95,19.44,19.92,
1645091652.7769108,22.31,20.04,20.45,21.07,20.81,18.95,19.32,20.06,
1645091652.8869064,22.33,19.85,20.41,21.07,20.81,18.81,19.42,20.15,
1645091652.9969072,22.31,20.11,20.51,20.90,20.58,18.95,19.34,19.98,
1645091653.1068993,22.42,19.94,20.60,20.88,20.64,18.81,19.44,19.90,
1645091653.2069058,22.42,20.00,20.47,20.95,20.68,18.95,19.32,20.15,
1645091653.3169096,22.33,19.90,20.43,20.95,20.58,18.87,19.52,20.17,
1645091653.4269116,22.25,19.94,20.49,20.95,20.72,18.95,19.38,20.13,
1645091653.5369089,22.35,20.13,20.56,20.93,20.74,18.95,19.48,20.12,
1645091653.6469088,22.35,19.94,20.58,20.95,20.64,18.87,19.30,20.10,
1645091653.7569075,22.36,20.00,20.49,20.99,20.62,18.87,19.36,20.04,
1645091653.856917,22.35,19.92,20.49,20.88,20.64,18.87,19.32,19.98,
1645091653.9669044,22.42,19.94,20.52,21.07,20.64,18.95,19.48,19.98,
1645091654.0769033,22.44,20.06,20.60,20.95,20.54,18.81,19.42,20.06,
1645091654.176905,22.42,19.94,20.41,20.93,20.64,18.81,19.32,20.02,
1645091654.2769175,22.29,20.00,20.45,21.01,20.64,18.87,19.52,19.92,
1645091654.386904,22.42,20.00,20.51,21.11,20.72,18.75,19.28,19.98,
1645091654.4969134,22.42,19.98,20.64,21.01,20.64,18.75,19.44,19.94,
1645091654.6069016,22.31,19.94,20.49,21.01,20.58,18.81,19.38,20.00,
1645091654.7069058,22.52,19.96,20.51,21.09,20.54,18.87,19.44,20.02,
1645091654.8167813,22.23,19.96,20.51,21.01,20.68,18.87,19.44,20.02,
1645091654.9169047,22.40,20.00,20.51,21.01,20.64,18.75,19.34,20.04,
1645091655.0169075,22.33,20.06,20.35,21.07,20.64,18.81,19.44,20.12,
1645091655.126903,22.46,19.94,20.51,20.93,20.77,18.87,19.34,20.13,
1645091655.2368932,22.38,20.00,20.56,20.95,20.68,18.87,19.28,20.04,
1645091655.346897,22.50,20.00,20.51,20.99,20.68,18.87,19.44,19.94,
1645091655.4468987,22.29,19.96,20.60,20.95,20.64,18.87,19.38,19.96,
1645091655.5469103,22.35,19.96,20.51,20.93,20.81,18.95,19.28,20.04,
1645091655.6569083,22.40,19.96,20.37,21.01,20.74,18.81,19.63,20.17,
1645091655.7668986,22.36,20.04,20.54,20.95,20.74,18.87,19.52,20.04,
1645091655.876906,22.35,20.02,20.53,20.88,20.72,18.87,19.48,19.82,
1645091655.9868987,22.33,20.00,20.49,21.01,20.62,18.87,19.42,19.90,
1645091656.0969024,22.36,20.02,20.58,20.95,20.78,18.75,19.28,20.06,
1645091656.1969025,22.44,19.92,20.53,20.88,20.78,18.87,19.36,19.90,
1645091656.2969065,22.29,20.02,20.49,20.91,20.74,18.87,19.34,20.04,
1645091656.4069016,22.48,19.94,20.47,20.95,20.62,18.95,19.42,20.17,
1645091656.5069132,22.33,20.13,20.47,20.95,20.68,18.87,19.34,20.10,
1645091656.6169052,22.40,20.02,20.41,21.01,20.74,18.81,19.38,20.17,
1645091656.7268999,22.40,20.00,20.49,20.95,20.72,18.81,19.34,19.96,
1645091656.8269033,22.44,20.06,20.51,21.01,20.78,18.95,19.54,20.00,
1645091656.9369023,22.35,20.02,20.58,21.15,20.68,18.87,19.40,19.94,
1645091657.0369165,22.33,20.06,20.49,20.99,20.58,18.95,19.58,20.08,
1645091657.1468985,22.46,19.94,20.54,21.01,20.68,18.87,19.38,19.92,
1645091657.2469,22.29,20.04,20.51,21.07,20.72,18.95,19.38,20.19,
1645091657.3469086,22.27,19.96,20.45,21.01,20.74,18.81,19.26,20.12,
1645091657.4569018,22.29,19.94,20.45,20.82,20.72,18.81,19.60,19.92,
1645091657.5669165,22.31,20.00,20.45,20.99,20.62,18.87,19.52,20.06,
1645091657.6769106,22.42,20.07,20.54,21.01,20.64,18.81,19.44,20.00,
1645091657.7868865,22.38,19.96,20.49,21.01,20.74,18.95,19.34,20.04,
1645091657.8868988,22.46,20.02,20.45,20.95,20.64,18.87,19.38,20.04,
1645091657.9967744,22.27,20.00,20.49,20.95,20.64,18.87,19.44,20.04,
1645091658.0969,22.36,20.04,20.37,20.99,20.72,18.87,19.36,20.08,
